FIPStxt,Stabr,Unemployment_rate_2008,Unemployment_rate_2012,Unemployment_rate_2016
39105,OH,10.0,11.6,8.6
39107,OH,4.9,5.1,3.3
39109,OH,6.4,7.3,4.4
39111,OH,8.5,8.4,11.2
39113,OH,7.5,8.2,5.0
39115,OH,10.2,9.9,8.3
39117,OH,7.1,8.1,5.1
39119,OH,8.7,9.2,6.1
39121,OH,8.6,11.0,8.8
39123,OH,8.8,9.5,6.5
39125,OH,7.1,7.7,4.6
39127,OH,8.5,9.8,6.4
39129,OH,7.1,7.4,4.9
39131,OH,10.2,13.0,7.6
39133,OH,6.3,7.3,5.1
39135,OH,6.9,7.7,4.8
39137,OH,5.8,5.8,3.7
39139,OH,7.4,8.7,5.6
39141,OH,7.9,8.4,5.5
39143,OH,7.2,7.5,4.7
39145,OH,8.3,11.3,7.8
39147,OH,7.1,8.0,4.9
39149,OH,6.2,7.3,4.2
39151,OH,6.8,7.5,5.5
39153,OH,6.1,7.5,5.1
39155,OH,7.5,9.0,6.8
39157,OH,6.3,7.4,5.8
39159,OH,5.2,5.7,3.8
39161,OH,8.5,7.5,4.1
39163,OH,9.2,10.8,7.1
39165,OH,5.5,6.5,4.2
39167,OH,5.5,8.7,7.0
39169,OH,5.7,6.1,4.0
39171,OH,7.7,7.9,4.5
39173,OH,6.8,6.9,4.2
39175,OH,7.9,6.8,3.7
40000,OK,3.7,5.2,4.8
40001,OK,4.9,9.1,5.8
40003,OK,3.1,2.8,3.3
40005,OK,4.6,6.8,6.6
40007,OK,2.1,3.0,3.1
40009,OK,2.3,3.0,7.2
40011,OK,3.6,3.9,3.7
40013,OK,3.5,5.4,4.3
40015,OK,4.1,6.0,5.3
40017,OK,3.4,3.9,4.0
40019,OK,3.2,5.5,5.2
40021,OK,3.8,7.0,5.5
40023,OK,5.1,8.5,7.6
40025,OK,3.0,3.3,2.5
40027,OK,3.4,4.1,3.8
40029,OK,4.9,7.1,7.3
40031,OK,3.8,5.9,4.6
40033,OK,2.8,5.6,4.8
40035,OK,3.8,5.6,4.8
40037,OK,4.3,6.0,5.8
40039,OK,2.7,3.6,4.5
40041,OK,4.2,6.6,4.9
40043,OK,2.4,3.2,4.0
40045,OK,2.2,2.8,3.8
40047,OK,2.6,4.1,4.4
40049,OK,3.0,5.0,5.3
40051,OK,4.0,4.8,5.0
40053,OK,2.5,3.4,3.2
40055,OK,4.4,5.3,7.4
40057,OK,3.4,4.7,3.8
40059,OK,2.3,3.2,3.8
40061,OK,3.7,8.9,8.3
40063,OK,5.4,8.0,7.2
40065,OK,3.2,5.1,4.4
40067,OK,4.3,4.9,7.1
40069,OK,4.3,7.8,5.8
40071,OK,3.5,7.1,6.3
40073,OK,2.3,3.3,3.3
40075,OK,3.8,4.7,5.3
40077,OK,4.3,8.5,8.6
40079,OK,5.2,8.6,6.9
40081,OK,4.0,5.0,5.3
40083,OK,3.6,4.4,4.0
40085,OK,2.9,4.2,3.1
40087,OK,3.6,4.2,4.1
40089,OK,6.6,9.5,7.1
40091,OK,4.8,10.2,8.9
40093,OK,2.4,3.5,4.1
40095,OK,4.0,5.8,5.0
40097,OK,4.2,6.1,5.1
40099,OK,2.7,4.6,4.5
40101,OK,4.7,6.7,5.4
40103,OK,3.3,4.4,3.5
40105,OK,4.3,6.8,6.1
40107,OK,4.2,7.6,6.1
40109,OK,3.9,4.8,4.3
40111,OK,5.3,7.9,7.2
40113,OK,4.2,5.8,5.7
40115,OK,4.2,7.9,5.0
40117,OK,4.5,6.6,6.6
40119,OK,3.9,4.7,3.7
40121,OK,3.2,7.0,6.1
40123,OK,3.2,5.1,4.1
40125,OK,3.9,5.3,4.6
40127,OK,4.8,7.2,7.3
40129,OK,2.3,2.8,5.1
40131,OK,3.5,5.0,5.0
40133,OK,4.5,7.8,6.9
40135,OK,5.9,8.3,6.2
40137,OK,3.5,4.9,9.5
40139,OK,2.7,4.2,3.4
40141,OK,4.1,4.8,4.4
40143,OK,3.6,5.2,4.7
40145,OK,3.6,5.2,4.8
40147,OK,3.0,4.8,4.9
40149,OK,2.7,4.0,6.9
40151,OK,2.8,2.8,3.2
40153,OK,2.2,3.5,6.2
41000,OR,6.5,8.8,4.8
41001,OR,7.1,10.6,6.3
41003,OR,4.7,6.0,3.9
41005,OR,5.7,8.0,4.4
41007,OR,5.3,8.7,4.7
41009,OR,7.1,10.7,6.1
41011,OR,8.3,11.1,6.4
41013,OR,9.9,13.6,6.9
41015,OR,8.1,11.8,6.8
41017,OR,8.2,11.3,4.9
41019,OR,9.9,11.9,6.3
41021,OR,4.3,10.1,5.9
41023,OR,10.6,14.0,7.7
41025,OR,9.5,11.8,6.3
41027,OR,5.4,7.3,4.1
41029,OR,7.9,11.1,5.7
41031,OR,10.1,11.8,6.6
41033,OR,9.2,12.2,6.5
41035,OR,9.2,11.7,6.8
41037,OR,8.6,13.0,6.4
41039,OR,6.7,8.9,5.1
41041,OR,6.6,9.9,5.6
41043,OR,7.8,10.7,5.7
41045,OR,7.5,9.4,5.5
41047,OR,6.6,10.0,5.1
41049,OR,6.4,8.1,4.9
41051,OR,5.9,7.6,4.2
41053,OR,5.6,8.9,5.0
41055,OR,5.9,10.7,4.6
41057,OR,5.5,9.7,4.9
41059,OR,6.6,9.1,5.3
41061,OR,8.1,9.4,5.9
41063,OR,7.6,11.5,6.8
41065,OR,6.1,8.4,4.8
41067,OR,5.3,7.1,4.1
41069,OR,6.0,6.9,4.2
41071,OR,6.5,8.5,4.6
42000,PA,5.3,7.8,5.4
42001,PA,4.3,6.4,4.0
42003,PA,4.8,7.0,5.2
42005,PA,5.9,8.0,7.5
42007,PA,5.5,7.5,6.2
42009,PA,6.8,8.6,5.8
42011,PA,5.3,7.7,5.0
42013,PA,5.2,7.4,5.3
42015,PA,5.3,6.9,6.5
42017,PA,4.7,7.2,4.6
42019,PA,4.6,6.4,5.0
42021,PA,6.1,8.8,6.8
42023,PA,9.0,10.3,7.4
42025,PA,6.7,10.0,6.0
42027,PA,4.3,5.5,4.2
42029,PA,3.9,5.6,3.9
42031,PA,6.2,9.0,6.1
42033,PA,6.7,9.4,7.3
42035,PA,6.2,8.8,7.1
42037,PA,5.9,8.3,5.5
42039,PA,5.6,7.6,6.0
42041,PA,4.2,6.2,4.1
42043,PA,4.7,7.4,4.8
42045,PA,5.0,7.7,4.9
42047,PA,6.0,7.0,5.5
42049,PA,5.6,7.8,6.5
42051,PA,6.5,9.9,8.1
42053,PA,7.7,9.8,7.8
42055,PA,4.3,7.0,5.1
42057,PA,7.2,9.2,6.3
42059,PA,5.8,7.3,7.7
42061,PA,6.6,9.9,7.0
42063,PA,5.3,8.1,7.3
42065,PA,5.5,8.3,6.8
42067,PA,5.3,7.3,5.3
42069,PA,5.8,8.8,5.6
42071,PA,4.3,6.5,4.1
42073,PA,6.2,7.9,6.7
42075,PA,4.2,6.7,4.5
42077,PA,5.6,8.5,5.3
42079,PA,6.2,9.8,6.3
42081,PA,5.9,7.9,6.6
42083,PA,6.1,8.4,6.6
42085,PA,6.7,7.6,6.0
42087,PA,6.6,8.7,5.7
42089,PA,6.0,9.8,6.2
42091,PA,4.3,6.4,4.1
42093,PA,4.8,5.8,4.3
42095,PA,5.5,8.1,5.2
42097,PA,6.5,9.1,6.2
42099,PA,5.2,7.3,4.6
42101,PA,7.1,10.9,6.7
42103,PA,6.0,10.1,6.4
42105,PA,7.1,9.1,7.8
42107,PA,6.2,9.7,6.2
42109,PA,6.1,7.6,4.7
42111,PA,6.3,8.9,7.2
42113,PA,5.7,7.8,7.2
42115,PA,5.7,7.6,5.7
42117,PA,6.1,7.6,7.1
42119,PA,6.3,6.4,4.8
42121,PA,5.7,7.7,7.2
42123,PA,5.2,6.8,5.5
42125,PA,5.2,7.2,6.1
42127,PA,5.2,8.0,5.7
42129,PA,5.3,7.4,5.8
42131,PA,6.0,8.9,6.2
42133,PA,4.7,7.4,4.6
44000,RI,7.8,10.4,5.2
44001,RI,6.8,9.0,4.6
44003,RI,7.4,9.9,4.7
44005,RI,6.8,9.3,4.7
44007,RI,8.4,10.9,5.5
44009,RI,6.6,9.7,4.7
45000,SC,6.8,9.2,5.0
45001,SC,8.1,10.6,5.5
45003,SC,5.9,8.6,5.0
45005,SC,16.5,16.9,8.6
45007,SC,6.8,8.9,4.6
45009,SC,11.3,15.9,9.1
45011,SC,10.9,13.9,7.4
45013,SC,5.3,7.6,4.8
45015,SC,6.1,8.4,4.6
45017,SC,7.6,11.2,6.2
45019,SC,5.3,7.2,4.1
45021,SC,9.1,12.8,6.0
45023,SC,11.8,14.8,7.2
45025,SC,9.0,11.4,5.0
45027,SC,9.8,12.8,6.7
45029,SC,8.2,12.1,5.6
45031,SC,8.5,11.1,6.3
45033,SC,10.3,14.1,6.8
45035,SC,5.7,7.8,4.6
45037,SC,6.7,9.4,5.7
45039,SC,10.6,13.0,7.2
45041,SC,7.0,9.7,5.3
45043,SC,7.4,12.0,6.8
45045,SC,5.5,7.4,4.3
45047,SC,7.6,10.1,5.2
45049,SC,9.0,11.2,5.9
45051,SC,7.1,10.4,5.9
45053,SC,6.0,8.5,4.4
45055,SC,6.6,9.5,5.2
45057,SC,11.5,11.3,5.3
45059,SC,7.4,10.3,5.2
45061,SC,9.3,14.1,7.1
45063,SC,4.9,7.0,4.1
45065,SC,10.8,11.8,5.6
45067,SC,13.7,15.9,8.8
45069,SC,12.5,17.6,8.4
45071,SC,7.0,8.8,4.5
45073,SC,7.3,8.8,5.2
45075,SC,10.1,14.3,8.9
45077,SC,6.0,9.0,5.0
45079,SC,6.1,8.2,4.8
45081,SC,6.0,8.5,4.6
45083,SC,6.8,9.4,4.7
45085,SC,8.3,10.7,5.9
45087,SC,10.8,13.6,6.2
45089,SC,10.4,15.8,7.8
45091,SC,7.0,9.3,4.6
46000,SD,3.1,4.3,3.0
46003,SD,3.1,3.0,2.2
46005,SD,2.5,3.5,2.6
46007,SD,4.0,6.8,3.9
46009,SD,3.4,3.9,2.7
46011,SD,2.4,3.9,2.7
46013,SD,2.5,3.6,2.7
46015,SD,2.7,3.6,2.5
46017,SD,10.2,9.7,8.3
46019,SD,2.8,4.7,3.4
46021,SD,2.9,3.6,2.9
46023,SD,3.5,5.0,3.2
46025,SD,3.9,4.3,3.9
46027,SD,2.8,3.8,3.0
46029,SD,3.0,3.9,3.1
46031,SD,5.1,8.0,4.5
46033,SD,2.8,5.4,4.0
46035,SD,2.6,3.3,2.4
46037,SD,4.4,5.8,4.2
46039,SD,3.8,5.9,4.9
46041,SD,9.2,16.0,9.0
46043,SD,2.7,3.4,2.5
46045,SD,2.8,3.0,2.3
46047,SD,3.4,5.7,4.4
46049,SD,3.0,4.0,2.6
46051,SD,3.6,4.4,3.2
46053,SD,3.4,4.4,3.0
46055,SD,2.6,3.2,2.4
46057,SD,3.3,3.9,3.3
46059,SD,2.6,3.1,2.1
46061,SD,3.1,4.6,3.4
46063,SD,2.7,3.7,2.9
46065,SD,2.4,3.3,2.4
46067,SD,3.1,3.5,2.5
46069,SD,2.8,3.5,2.7
46071,SD,5.8,7.0,4.1
46073,SD,2.4,3.1,2.4
46075,SD,2.5,3.8,2.3
46077,SD,3.3,3.6,2.6
46079,SD,3.2,4.2,3.4
46081,SD,2.9,4.5,3.3
46083,SD,2.5,3.2,2.2
46085,SD,4.5,5.9,4.7
46087,SD,3.5,3.8,2.5
46089,SD,4.2,4.6,3.4
46091,SD,4.4,4.8,3.9
46093,SD,3.1,4.4,3.1
46095,SD,4.4,7.8,4.2
46097,SD,3.4,3.7,2.7
46099,SD,2.8,4.0,2.6
46101,SD,4.3,5.5,3.6
46102,SD,8.4,14.2,10.7
46103,SD,2.9,4.4,3.1
46105,SD,3.1,4.0,2.9
46107,SD,3.1,4.0,2.7
46109,SD,4.2,5.7,4.1
46111,SD,2.7,3.5,3.0
46115,SD,3.3,4.1,3.1
46117,SD,2.5,3.0,2.4
46119,SD,2.2,3.1,2.3
46121,SD,6.4,9.7,6.4
46123,SD,3.0,3.7,2.2
46125,SD,3.3,3.5,2.8
46127,SD,3.4,4.8,3.1
46129,SD,4.3,6.2,5.1
46135,SD,2.8,3.7,2.6
46137,SD,5.9,6.9,4.5
47000,TN,6.6,7.8,4.7
47001,TN,5.8,7.9,4.8
47003,TN,6.8,9.8,5.0
47005,TN,8.7,9.8,7.1
47007,TN,8.4,10.4,6.9
47009,TN,6.2,7.1,4.4
47011,TN,6.4,7.4,4.4
47013,TN,7.8,11.1,6.9
47015,TN,7.4,8.5,4.6
47017,TN,9.1,10.9,6.7
47019,TN,6.6,8.9,5.6
47021,TN,5.5,7.2,4.0
47023,TN,7.0,7.8,5.0
47025,TN,7.5,9.9,6.2
47027,TN,10.6,10.0,6.5
47029,TN,8.8,11.5,6.3
47031,TN,6.3,8.2,4.7
47033,TN,8.9,9.2,5.2
47035,TN,7.8,9.0,5.9
47037,TN,5.4,6.2,3.6
47039,TN,8.5,10.3,6.9
47041,TN,6.7,9.6,5.5
47043,TN,6.9,8.3,4.3
47045,TN,7.5,11.0,6.2
47047,TN,7.4,8.5,5.0
47049,TN,9.4,9.7,6.2
47051,TN,6.7,7.8,4.8
47053,TN,9.5,10.3,5.8
47055,TN,8.0,8.4,4.0
47057,TN,8.0,10.3,5.4
47059,TN,9.3,10.2,5.4
47061,TN,8.4,10.1,6.5
47063,TN,7.1,9.4,5.1
47065,TN,5.7,6.9,4.6
47067,TN,8.3,11.8,7.9
47069,TN,8.6,10.9,6.1
47071,TN,7.6,10.1,6.0
47073,TN,6.7,8.8,5.4
47075,TN,10.5,11.5,6.5
47077,TN,10.2,9.7,6.8
47079,TN,8.7,9.4,5.9
47081,TN,8.4,8.9,4.6
47083,TN,8.1,11.2,7.5
47085,TN,8.5,9.5,6.0
47087,TN,8.6,10.5,7.0
47089,TN,7.1,9.4,5.3
47091,TN,8.7,9.5,4.8
47093,TN,5.0,6.1,4.0
47095,TN,7.7,10.4,7.8
47097,TN,12.4,10.9,7.7
47099,TN,9.8,9.5,5.8
47101,TN,10.0,10.8,5.9
47103,TN,4.9,6.1,4.1
47105,TN,5.7,7.6,4.7
47107,TN,8.7,9.1,5.4
47109,TN,9.1,10.3,7.0
47111,TN,8.3,8.3,4.4
47113,TN,6.7,8.1,4.9
47115,TN,7.7,9.1,6.3
47117,TN,9.2,9.4,4.6
47119,TN,8.1,7.8,4.0
47121,TN,8.9,10.3,6.8
47123,TN,9.9,9.9,5.3
47125,TN,6.3,7.6,5.1
47127,TN,5.6,5.8,3.8
47129,TN,7.6,10.2,6.4
47131,TN,7.0,13.4,7.0
47133,TN,9.0,8.9,5.3
47135,TN,16.0,9.8,6.3
47137,TN,10.7,9.4,6.6
47139,TN,8.1,9.8,5.7
47141,TN,6.4,8.0,4.9
47143,TN,8.0,10.2,7.1
47145,TN,5.9,8.6,5.5
47147,TN,6.2,7.0,4.1
47149,TN,5.8,6.5,3.7
47151,TN,11.5,15.5,7.4
47153,TN,7.6,8.4,5.8
47155,TN,7.1,8.7,4.9
47157,TN,6.9,8.6,5.3
47159,TN,8.2,8.2,4.6
47161,TN,8.5,11.0,6.8
47163,TN,5.3,7.5,5.2
47165,TN,6.0,6.5,3.9
47167,TN,7.9,8.9,5.7
47169,TN,8.4,8.6,4.8
47171,TN,7.4,10.3,7.1
47173,TN,6.3,9.4,5.8
47175,TN,8.3,11.5,6.2
47177,TN,8.5,8.8,4.8
47179,TN,5.6,7.1,4.8
47181,TN,10.1,9.5,6.6
47183,TN,8.2,10.9,5.8
47185,TN,8.4,9.8,5.0
47187,TN,4.6,5.0,3.4
47189,TN,5.7,6.4,3.8
48000,TX,4.8,6.7,4.6
48001,TX,5.6,6.3,4.3
48003,TX,3.3,4.0,4.7
48005,TX,4.7,6.9,5.9
48007,TX,4.4,7.0,5.6
48009,TX,3.6,5.5,4.3
48011,TX,3.5,4.5,2.8
48013,TX,4.7,6.7,5.3
48015,TX,4.2,6.4,5.3
48017,TX,4.1,6.9,4.4
48019,TX,4.4,6.6,4.1
48021,TX,4.9,6.7,3.7
48023,TX,3.7,5.1,3.6
48025,TX,6.1,7.0,7.5
48027,TX,4.8,7.4,4.5
48029,TX,4.6,6.3,3.7
48031,TX,3.6,5.2,3.1
48033,TX,3.3,4.3,3.6
48035,TX,4.5,7.2,4.3
48037,TX,4.9,7.4,4.7
48039,TX,5.1,6.7,5.2
48041,TX,3.9,5.3,3.5
48043,TX,3.7,5.1,3.8
48045,TX,4.3,5.4,4.4
48047,TX,5.3,8.7,11.8
48049,TX,4.4,6.8,4.3
48051,TX,4.4,6.3,4.6
48053,TX,3.9,6.0,3.5
48055,TX,5.2,7.2,4.3
48057,TX,4.7,7.3,5.6
48059,TX,3.6,6.1,4.3
48061,TX,6.6,10.3,7.2
48063,TX,4.8,8.0,6.8
48065,TX,3.3,4.6,3.3
48067,TX,6.1,9.2,7.2
48069,TX,3.6,4.4,3.1
48071,TX,5.7,8.0,6.1
48073,TX,5.8,7.2,5.1
48075,TX,5.0,4.4,3.0
48077,TX,3.9,5.6,4.4
48079,TX,4.7,7.5,5.1
48081,TX,7.7,5.1,4.2
48083,TX,4.1,7.5,5.8
48085,TX,4.5,5.9,3.5
48087,TX,3.9,5.0,3.5
48089,TX,3.9,6.4,4.7
48091,TX,4.0,6.0,3.6
48093,TX,3.8,6.4,4.3
48095,TX,5.1,4.2,3.4
48097,TX,3.5,5.0,4.0
48099,TX,6.2,7.4,4.7
48101,TX,4.0,7.5,5.1
48103,TX,4.1,4.9,8.6
48105,TX,2.9,5.0,7.5
48107,TX,4.9,7.2,4.4
48109,TX,2.9,6.1,4.1
48111,TX,3.0,3.7,2.2
48113,TX,5.3,7.1,4.0
48115,TX,5.3,6.4,5.0
48117,TX,3.8,4.7,3.1
48119,TX,5.3,6.7,3.8
48121,TX,4.4,5.7,3.4
48123,TX,4.1,4.8,5.5
48125,TX,5.0,10.7,4.9
48127,TX,6.5,5.8,7.1
48129,TX,4.3,5.9,4.0
48131,TX,5.3,7.0,10.9
48133,TX,4.4,6.7,5.4
48135,TX,3.4,4.6,6.3
48137,TX,3.7,6.4,4.6
48139,TX,5.0,6.8,3.7
48141,TX,6.1,8.5,4.9
48143,TX,3.7,5.6,4.0
48145,TX,5.8,7.3,4.4
48147,TX,5.8,7.1,3.8
48149,TX,3.4,4.8,3.6
48151,TX,3.8,5.4,4.3
48153,TX,4.7,6.4,5.0
48155,TX,4.1,5.8,3.7
48157,TX,4.4,6.0,5.0
48159,TX,4.2,7.4,4.9
48161,TX,4.0,6.7,6.7
48163,TX,5.3,5.0,4.9
48165,TX,3.8,4.2,3.7
48167,TX,5.6,7.6,5.3
48169,TX,3.8,5.0,3.9
48171,TX,3.0,4.7,2.8
48173,TX,3.8,4.1,3.9
48175,TX,3.7,5.5,5.8
48177,TX,3.9,5.1,4.2
48179,TX,3.4,5.6,6.9
48181,TX,5.1,6.8,3.8
48183,TX,3.9,6.2,6.1
48185,TX,5.1,6.4,6.6
48187,TX,4.2,5.7,3.6
48189,TX,4.4,6.9,5.6
48191,TX,5.5,7.7,6.7
48193,TX,3.5,5.8,4.9
48195,TX,3.2,3.4,3.1
48197,TX,3.5,5.9,3.9
48199,TX,5.2,8.4,6.1
48201,TX,4.7,6.6,5.3
48203,TX,4.6,7.4,6.0
48205,TX,3.3,3.3,2.0
48207,TX,3.2,5.3,4.2
48209,TX,4.3,5.8,3.3
48211,TX,1.9,2.9,3.7
48213,TX,5.2,7.6,4.7
48215,TX,7.1,10.6,7.8
48217,TX,4.9,6.9,4.4
48219,TX,3.7,5.3,4.6
48221,TX,4.2,6.5,4.7
48223,TX,4.1,6.5,4.0
48225,TX,6.4,7.1,4.6
48227,TX,4.5,5.6,5.5
48229,TX,3.9,7.5,6.0
48231,TX,5.3,8.3,4.3
48233,TX,4.1,6.5,5.6
48235,TX,3.5,4.6,3.2
48237,TX,3.1,5.8,4.9
48239,TX,4.0,5.1,4.7
48241,TX,6.3,10.6,7.7
48243,TX,3.6,4.9,2.9
48245,TX,6.6,11.1,7.0
48247,TX,3.8,6.6,9.5
48249,TX,4.2,6.2,10.5
48251,TX,4.6,6.6,4.3
48253,TX,4.9,7.2,5.8
48255,TX,5.8,6.1,4.9
48257,TX,5.2,7.0,3.8
48259,TX,3.8,5.4,3.2
48261,TX,3.4,5.1,4.6
48263,TX,4.1,4.0,3.0
48265,TX,3.9,5.8,3.6
48267,TX,3.7,4.9,3.8
48269,TX,4.5,4.5,3.9
48271,TX,5.2,8.8,5.8
48273,TX,4.2,6.9,6.7
48275,TX,3.8,5.2,4.2
48277,TX,5.3,9.2,4.6
48279,TX,4.4,8.0,6.5
48281,TX,4.0,7.1,4.1
48283,TX,5.3,4.4,5.1
48285,TX,3.4,4.8,4.2
48287,TX,3.9,5.4,3.8
48289,TX,4.3,7.4,6.5
48291,TX,5.9,9.6,7.5
48293,TX,4.3,6.9,5.6
48295,TX,2.8,3.9,4.4
48297,TX,4.2,4.6,5.9
48299,TX,4.2,6.8,4.2
48301,TX,7.0,6.0,4.7
48303,TX,3.7,5.3,3.4
48305,TX,4.6,6.0,4.0
48307,TX,3.9,5.4,4.5
48309,TX,4.5,6.6,3.9
48311,TX,5.4,2.4,2.1
48313,TX,5.2,7.1,5.1
48315,TX,5.0,9.1,7.0
48317,TX,3.5,4.5,4.4
48319,TX,3.0,5.2,3.6
48321,TX,6.7,10.1,7.3
48323,TX,10.6,12.5,11.2
48325,TX,5.0,6.6,4.4
48327,TX,4.3,6.3,4.4
48329,TX,2.8,3.9,4.4
48331,TX,5.4,8.6,5.1
48333,TX,3.9,5.4,4.2
48335,TX,5.4,6.0,7.0
48337,TX,3.5,5.4,4.9
48339,TX,4.2,5.9,4.9
48341,TX,3.1,4.3,3.0
48343,TX,6.0,9.7,10.9
48345,TX,4.3,5.9,3.5
48347,TX,4.3,6.6,4.7
48349,TX,5.4,7.3,4.2
48351,TX,7.3,11.1,7.9
48353,TX,3.8,5.9,4.8
48355,TX,4.5,6.6,5.6
48357,TX,2.7,3.9,5.2
48359,TX,4.4,4.3,3.0
48361,TX,6.4,10.5,6.7
48363,TX,4.1,6.7,5.5
48365,TX,3.8,6.9,7.2
48367,TX,4.4,5.9,4.1
48369,TX,3.3,4.1,2.5
48371,TX,4.4,5.1,5.9
48373,TX,6.1,8.0,6.3
48375,TX,4.0,5.3,3.3
48377,TX,10.3,13.3,10.7
48379,TX,5.0,7.0,4.0
48381,TX,3.1,4.4,2.9
48383,TX,2.0,3.4,6.2
48385,TX,3.7,9.4,5.7
48387,TX,6.4,10.7,5.8
48389,TX,5.7,6.8,5.3
48391,TX,3.8,6.0,6.6
48393,TX,2.5,5.1,4.5
48395,TX,4.9,8.0,5.1
48397,TX,4.5,6.2,3.5
48399,TX,4.7,5.5,3.9
48401,TX,4.3,6.3,5.8
48403,TX,8.9,14.6,9.4
48405,TX,6.1,12.1,8.9
48407,TX,5.7,8.2,6.3
48409,TX,5.3,7.6,7.4
48411,TX,5.4,6.2,3.4
48413,TX,3.3,4.0,5.2
48415,TX,4.0,4.5,5.9
48417,TX,2.6,3.5,3.8
48419,TX,4.7,7.3,6.0
48421,TX,3.7,4.2,2.9
48423,TX,4.8,7.0,4.5
48425,TX,4.5,6.6,4.8
48427,TX,11.3,14.5,13.3
48429,TX,3.6,5.9,5.3
48431,TX,2.8,3.5,3.9
48433,TX,3.3,4.4,4.4
48435,TX,2.0,4.7,7.9
48437,TX,4.4,5.9,4.2
48439,TX,4.8,6.5,4.0
48441,TX,3.7,5.7,3.7
48443,TX,6.7,4.7,3.9
48445,TX,4.1,6.5,4.8
48447,TX,3.4,5.3,3.5
48449,TX,4.3,7.5,6.2
48451,TX,4.1,5.3,4.5
48453,TX,4.2,5.5,3.2
48455,TX,5.4,8.2,6.1
48457,TX,5.9,10.7,7.3
48459,TX,4.2,6.7,6.4
48461,TX,3.1,4.0,5.3
48463,TX,5.7,7.9,5.3
48465,TX,5.8,7.6,6.2
48467,TX,4.3,6.9,4.3
48469,TX,3.8,5.6,5.4
48471,TX,5.2,6.9,5.2
48473,TX,5.0,7.0,5.6
48475,TX,3.9,4.8,5.7
48477,TX,3.9,5.6,5.1
48479,TX,5.3,6.5,4.9
48481,TX,4.3,6.8,5.0
48483,TX,2.4,4.4,4.7
48485,TX,4.8,6.1,4.3
48487,TX,3.5,6.0,4.7
48489,TX,8.8,15.8,12.2
48491,TX,4.5,5.8,3.4
48493,TX,4.6,5.5,3.9
48495,TX,3.7,5.6,7.7
48497,TX,4.3,6.5,4.7
48499,TX,5.0,7.9,5.3
48501,TX,3.0,4.0,4.8
48503,TX,3.4,5.7,4.4
48505,TX,5.5,6.3,10.7
48507,TX,10.6,13.5,13.9
49000,UT,3.6,5.4,3.4
49001,UT,3.5,6.1,4.9
49003,UT,4.0,5.8,3.5
49005,UT,2.8,4.5,3.1
49007,UT,4.3,7.0,6.0
49009,UT,4.0,5.0,5.2
49011,UT,3.4,4.9,3.2
49013,UT,2.7,4.7,8.9
49015,UT,3.8,7.2,6.3
49017,UT,6.1,9.5,8.3
49019,UT,5.9,8.4,5.9
49021,UT,4.4,6.8,4.4
49023,UT,5.5,6.1,3.6
49025,UT,4.2,6.6,3.8
49027,UT,3.3,4.7,3.3
49029,UT,3.3,4.9,3.0
49031,UT,2.9,8.3,5.9
49033,UT,2.7,5.3,3.2
49035,UT,3.4,5.3,3.2
49037,UT,6.4,8.8,8.1
49039,UT,4.2,6.4,4.0
49041,UT,4.0,6.1,4.4
49043,UT,3.3,4.9,3.2
49045,UT,3.8,6.0,3.8
49047,UT,2.3,4.4,9.3
49049,UT,3.5,5.0,3.1
49051,UT,3.7,5.8,3.4
49053,UT,4.7,6.9,3.7
49055,UT,5.5,10.8,7.8
49057,UT,4.2,6.3,3.8
50000,VT,4.7,5.0,3.2
50001,VT,4.4,4.5,3.0
50003,VT,4.8,5.9,3.8
50005,VT,5.2,6.2,4.1
50007,VT,4.0,3.8,2.5
50009,VT,6.2,8.0,5.0
50011,VT,4.9,4.5,3.1
50013,VT,6.1,5.4,3.7
50015,VT,5.4,6.4,4.2
50017,VT,4.4,4.7,3.1
50019,VT,6.9,7.7,5.2
50021,VT,5.5,6.2,3.8
50023,VT,4.7,4.7,3.2
50025,VT,4.6,5.2,3.3
50027,VT,3.8,4.7,2.9
51000,VA,3.9,6.1,4.1
51001,VA,5.0,7.9,4.9
51003,VA,3.0,5.2,3.6
51005,VA,5.4,7.1,5.1
51007,VA,4.5,6.5,4.3
51009,VA,4.1,6.7,4.4
51011,VA,4.5,7.4,4.7
51013,VA,2.5,3.5,2.6
51015,VA,3.6,5.8,3.7
51017,VA,4.1,5.8,3.7
51019,VA,3.7,6.0,4.1
51021,VA,4.7,7.0,5.3
51023,VA,3.3,5.5,3.7
51025,VA,6.6,10.1,6.0
51027,VA,5.0,9.1,10.8
51029,VA,4.9,8.5,5.5
51031,VA,4.0,6.5,4.5
51033,VA,4.8,7.8,4.5
51035,VA,6.6,8.5,5.2
51036,VA,5.0,7.8,4.6
51037,VA,5.9,8.7,5.1
51041,VA,3.7,6.1,3.9
51043,VA,3.4,5.2,3.6
51045,VA,4.0,7.0,4.8
51047,VA,4.8,5.7,3.9
51049,VA,4.8,7.1,4.7
51051,VA,5.7,10.7,10.0
51053,VA,4.5,7.6,4.9
51057,VA,5.2,7.3,4.9
51059,VA,2.8,4.5,3.3
51061,VA,3.3,5.1,3.5
51063,VA,4.4,5.7,4.1
51065,VA,3.3,5.3,3.4
51067,VA,4.8,6.6,4.3
51069,VA,4.2,5.8,3.5
51071,VA,5.4,7.3,5.4
51073,VA,3.5,5.6,3.7
51075,VA,3.3,5.6,3.8
51077,VA,6.5,9.6,5.2
51079,VA,3.3,5.6,3.3
